file_name,aluminum,plastic,paper,glass,other_objects,toxic
batch_10_000061.jpg,0,0,0,0,0,0
batch_6_000098.jpg,0,0,0,0,0,0
batch_6_000091.jpg,0,0,0,0,0,0
batch_6_000053.jpg,0,0,0,0,0,0
batch_13_000033.jpg,0,0,0,0,0,0
batch_6_000039.jpg,0,0,0,0,0,0
batch_6_000088.jpg,0,0,0,0,0,0
batch_7_000014.jpg,0,0,0,0,0,0
batch_6_000035.jpg,0,0,0,0,0,0
batch_13_000089.jpg,0,0,0,0,1,0
batch_10_000064.jpg,0,0,0,0,1,0
batch_8_000001.jpg,0,0,0,0,1,0
batch_14_000011.jpg,0,0,0,0,1,0
batch_11_000091.jpg,0,0,0,0,1,0
batch_15_000034.jpg,0,0,0,1,0,0
batch_4_000061.jpg,0,0,0,1,0,0
batch_12_000002.jpg,0,0,0,1,0,0
batch_14_000029.jpg,0,0,0,1,0,0
batch_14_000056.jpg,0,0,0,1,0,0
batch_14_000051.jpg,0,0,0,1,0,0
batch_15_000033.jpg,0,0,0,1,0,0
batch_2_000072.jpg,0,0,0,1,0,0
batch_10_000045.jpg,0,0,0,1,0,0
batch_11_000093.jpg,0,0,0,1,0,0
batch_12_000006.jpg,0,0,0,1,0,0
batch_5_000046.jpg,0,0,0,1,0,0
batch_11_000085.jpg,0,0,0,1,0,0
batch_4_000062.jpg,0,0,0,1,0,0
batch_14_000030.jpg,0,0,0,1,0,0
batch_4_000003.jpg,0,0,0,1,0,0
batch_11_000023.jpg,0,0,0,1,0,0
batch_10_000039.jpg,0,0,0,1,0,0
batch_2_000055.jpg,0,0,0,1,0,0
batch_15_000027.jpg,0,0,0,1,0,0
batch_13_000012.jpg,0,0,0,1,0,0
batch_2_000093.jpg,0,0,0,1,0,0
batch_4_000023.jpg,0,0,0,1,0,0
batch_5_000090.jpg,0,0,0,1,0,0
batch_11_000057.jpg,0,0,0,1,0,0
batch_15_000054.jpg,0,0,0,1,0,0
batch_4_000013.jpg,0,0,0,1,0,0
batch_3_img_4971.jpg,0,0,0,1,0,0
batch_5_000088.jpg,0,0,0,1,0,0
batch_1_000045.jpg,0,0,0,1,0,0
batch_14_000078.jpg,0,0,0,1,0,0
batch_5_000039.jpg,0,0,0,1,0,0
batch_6_000071.jpg,0,0,0,1,0,0
batch_4_000026.jpg,0,0,0,1,0,0
batch_3_img_4852.jpg,0,0,0,1,1,0
batch_11_000089.jpg,0,0,1,0,0,0
batch_14_000059.jpg,0,0,1,0,0,0
batch_15_000008.jpg,0,0,1,0,0,0
batch_12_000052.jpg,0,0,1,0,0,0
batch_14_000095.jpg,0,0,1,0,0,0
batch_5_000025.jpg,0,0,1,0,0,0
batch_4_000083.jpg,0,0,1,0,0,0
batch_13_000048.jpg,0,0,1,0,0,0
batch_12_000080.jpg,0,0,1,0,0,0
batch_3_img_5052.jpg,0,0,1,0,0,0
