file_name,aluminum,plastic,paper,glass,other_objects,toxic
batch_13_000055.jpg,0,0,0,0,0,1
batch_10_000064.jpg,0,0,0,0,0,1
batch_13_000089.jpg,0,0,0,0,0,1
batch_14_000011.jpg,0,0,0,0,0,1
batch_10_000052.jpg,0,0,0,0,1,0
batch_10_000079.jpg,0,0,0,0,1,0
batch_7_000142.jpg,0,0,0,0,1,0
batch_10_000017.jpg,0,0,0,0,1,0
batch_10_000051.jpg,0,0,0,0,1,0
batch_14_000098.jpg,0,0,0,0,1,0
batch_11_000017.jpg,0,0,0,0,1,0
batch_11_000077.jpg,0,0,0,0,1,0
batch_5_000093.jpg,0,0,0,0,1,0
batch_11_000058.jpg,0,0,0,0,1,0
batch_8_000046.jpg,0,0,0,0,1,0
batch_1_000064.jpg,0,0,0,0,1,0
batch_7_000115.jpg,0,0,0,0,1,0
batch_14_000052.jpg,0,0,0,0,1,0
batch_13_000069.jpg,0,0,0,0,1,0
batch_5_000107.jpg,0,0,0,0,1,0
batch_4_000072.jpg,0,0,0,0,1,0
batch_13_000063.jpg,0,0,0,0,1,0
batch_7_000020.jpg,0,0,0,0,1,0
batch_1_000119.jpg,0,0,0,0,1,0
batch_7_000018.jpg,0,0,0,0,1,0
batch_14_000046.jpg,0,0,0,0,1,0
batch_4_000083.jpg,0,0,0,0,1,0
batch_13_000029.jpg,0,0,0,0,1,0
batch_11_000056.jpg,0,0,0,0,1,0
batch_14_000082.jpg,0,0,0,0,1,0
batch_4_000034.jpg,0,0,0,0,1,0
batch_11_000062.jpg,0,0,0,0,1,0
batch_11_000078.jpg,0,0,0,0,1,0
batch_7_000015.jpg,0,0,0,0,1,0
batch_11_000081.jpg,0,0,0,0,1,0
batch_9_000049.jpg,0,0,0,0,1,0
batch_12_000037.jpg,0,0,0,0,1,0
batch_14_000050.jpg,0,0,0,0,1,0
batch_1_000100.jpg,0,0,0,0,1,0
batch_14_000058.jpg,0,0,0,0,1,0
batch_5_000091.jpg,0,0,0,0,1,0
batch_5_000089.jpg,0,0,0,0,1,0
batch_11_000055.jpg,0,0,0,0,1,0
batch_10_000024.jpg,0,0,0,0,1,0
batch_7_000123.jpg,0,0,0,0,1,1
batch_4_000035.jpg,0,0,0,0,1,1
batch_8_000079.jpg,0,0,0,0,1,1
batch_8_000052.jpg,0,0,0,0,1,1
batch_3_img_5042.jpg,0,0,0,1,0,0
batch_8_000039.jpg,0,0,0,1,0,0
batch_14_000096.jpg,0,0,0,1,0,0
batch_14_000038.jpg,0,0,0,1,0,0
batch_5_000101.jpg,0,0,0,1,0,0
batch_1_000006.jpg,0,0,0,1,0,0
batch_13_000067.jpg,0,0,0,1,0,0
batch_14_000049.jpg,0,0,0,1,0,0
batch_15_000050.jpg,0,0,0,1,0,0
batch_1_000013.jpg,0,0,0,1,0,0
batch_1_000016.jpg,0,0,0,1,0,0
batch_12_000068.jpg,0,0,0,1,0,0
batch_8_000010.jpg,0,0,0,1,0,1
batch_8_000021.jpg,0,0,0,1,0,1
batch_15_000016.jpg,0,0,0,1,0,1
batch_11_000098.jpg,0,0,0,1,0,1
batch_7_000075.jpg,0,0,0,1,1,0
batch_15_000018.jpg,0,0,0,1,1,0
batch_11_000013.jpg,0,0,1,0,0,0
batch_11_000011.jpg,0,0,1,0,0,0
batch_3_img_4854.jpg,0,0,1,0,0,0
batch_11_000089.jpg,0,0,1,0,0,0
batch_2_000069.jpg,0,0,1,0,0,0
batch_11_000012.jpg,0,0,1,0,0,0
batch_3_img_5052.jpg,0,0,1,0,0,0
batch_15_000083.jpg,0,0,1,0,0,0
batch_3_img_4875.jpg,0,0,1,0,0,0
batch_6_000025.jpg,0,0,1,0,0,0
batch_3_img_5068.jpg,0,0,1,0,0,0
batch_5_000024.jpg,0,0,1,0,0,0
batch_2_000008.jpg,0,0,1,0,0,0
batch_14_000016.jpg,0,0,1,0,0,0
batch_4_000042.jpg,0,0,1,0,0,0
batch_8_000078.jpg,0,0,1,0,0,0
batch_1_000003.jpg,0,0,1,0,0,0
batch_2_000012.jpg,0,0,1,0,0,0
batch_3_img_4857.jpg,0,0,1,0,0,0
batch_14_000071.jpg,0,0,1,0,0,0
batch_14_000092.jpg,0,0,1,0,0,0
batch_6_000009.jpg,0,0,1,0,0,0
batch_5_000097.jpg,0,0,1,0,0,0
batch_7_000094.jpg,0,0,1,0,0,0
batch_11_000042.jpg,0,0,1,0,0,0
batch_1_000078.jpg,0,0,1,0,0,0
batch_1_000067.jpg,0,0,1,0,0,0
batch_6_000096.jpg,0,0,1,0,0,0
batch_2_000097.jpg,0,0,1,0,0,0
batch_13_000071.jpg,0,0,1,0,0,0
batch_11_000037.jpg,0,0,1,0,0,0
batch_11_000006.jpg,0,0,1,0,0,0
batch_14_000020.jpg,0,0,1,0,0,0
batch_10_000030.jpg,0,0,1,0,0,0
batch_12_000080.jpg,0,0,1,0,0,0
batch_3_img_4934.jpg,0,0,1,0,0,0
batch_11_000031.jpg,0,0,1,0,0,0
batch_10_000019.jpg,0,0,1,0,0,0
batch_2_000083.jpg,0,0,1,0,0,0
batch_11_000038.jpg,0,0,1,0,0,0
batch_10_000046.jpg,0,0,1,0,0,0
batch_14_000095.jpg,0,0,1,0,0,0
batch_14_000059.jpg,0,0,1,0,0,0
batch_8_000093.jpg,0,0,1,0,0,0
batch_14_000017.jpg,0,0,1,0,0,0
batch_15_000008.jpg,0,0,1,0,0,0
batch_6_000008.jpg,0,0,1,0,0,0
batch_15_000037.jpg,0,0,1,0,0,0
batch_14_000072.jpg,0,0,1,0,0,0
batch_9_000015.jpg,0,0,1,0,0,0
batch_1_000071.jpg,0,0,1,0,0,0
batch_11_000033.jpg,0,0,1,0,0,0
batch_6_000059.jpg,0,0,1,0,0,0
batch_11_000010.jpg,0,0,1,0,0,0
batch_6_000002.jpg,0,0,1,0,0,0
batch_1_000087.jpg,0,0,1,0,0,1
batch_9_000052.jpg,0,0,1,0,0,1
batch_14_000032.jpg,0,0,1,0,0,1
batch_10_000083.jpg,0,0,1,0,0,1
batch_10_000037.jpg,0,0,1,0,0,1
batch_5_000068.jpg,0,0,1,0,0,1
batch_12_000020.jpg,0,0,1,0,0,1
batch_9_000085.jpg,0,0,1,0,0,1
batch_4_000004.jpg,0,0,1,0,0,1
batch_11_000003.jpg,0,0,1,0,1,0
batch_11_000016.jpg,0,0,1,0,1,0
batch_9_000050.jpg,0,0,1,0,1,0
batch_11_000088.jpg,0,0,1,0,1,0
batch_5_000041.jpg,0,0,1,0,1,0
batch_10_000098.jpg,0,0,1,0,1,0
batch_7_000021.jpg,0,0,1,0,1,0
batch_11_000008.jpg,0,0,1,0,1,0
batch_12_000001.jpg,0,0,1,0,1,0
batch_13_000053.jpg,0,0,1,0,1,0
batch_1_000102.jpg,0,0,1,0,1,0
batch_11_000014.jpg,0,0,1,0,1,0
batch_11_000039.jpg,0,0,1,0,1,0
batch_5_000104.jpg,0,0,1,0,1,0
batch_8_000094.jpg,0,0,1,0,1,0
batch_10_000036.jpg,0,0,1,0,1,1
batch_5_000030.jpg,0,0,1,0,1,1
batch_1_000101.jpg,0,0,1,1,0,0
batch_10_000014.jpg,0,0,1,1,0,0
batch_8_000050.jpg,0,1,0,0,0,0
batch_7_000067.jpg,0,1,0,0,0,0
batch_4_000068.jpg,0,1,0,0,0,0
batch_10_000016.jpg,0,1,0,0,0,0
batch_4_000063.jpg,0,1,0,0,0,0
batch_13_000092.jpg,0,1,0,0,0,0
batch_7_000070.jpg,0,1,0,0,0,0
batch_12_000079.jpg,0,1,0,0,0,0
batch_13_000031.jpg,0,1,0,0,0,0
batch_4_000039.jpg,0,1,0,0,0,0
batch_15_000054.jpg,0,1,0,0,0,0
batch_4_000056.jpg,0,1,0,0,0,0
batch_15_000012.jpg,0,1,0,0,0,0
batch_8_000013.jpg,0,1,0,0,0,0
batch_14_000070.jpg,0,1,0,0,0,0
batch_7_000090.jpg,0,1,0,0,0,0
batch_7_000101.jpg,0,1,0,0,0,0
batch_2_000095.jpg,0,1,0,0,0,0
batch_14_000054.jpg,0,1,0,0,0,0
batch_5_000086.jpg,0,1,0,0,0,0
batch_4_000023.jpg,0,1,0,0,0,0
batch_14_000041.jpg,0,1,0,0,0,0
batch_4_000047.jpg,0,1,0,0,0,0
batch_10_000057.jpg,0,1,0,0,0,0
batch_14_000030.jpg,0,1,0,0,0,0
batch_9_000081.jpg,0,1,0,0,0,0
batch_12_000013.jpg,0,1,0,0,0,0
batch_2_000091.jpg,0,1,0,0,0,0
batch_12_000065.jpg,0,1,0,0,0,0
batch_11_000032.jpg,0,1,0,0,0,0
batch_8_000004.jpg,0,1,0,0,0,0
batch_14_000078.jpg,0,1,0,0,0,0
batch_14_000026.jpg,0,1,0,0,0,0
batch_11_000093.jpg,0,1,0,0,0,0
batch_5_000039.jpg,0,1,0,0,0,0
batch_3_img_5037.jpg,0,1,0,0,0,0
batch_1_000015.jpg,0,1,0,0,0,0
batch_9_000046.jpg,0,1,0,0,0,0
